ref_no,title,tender_value,bid_submission_end_date,emd,bid_open_date
31/AE(E)/KCESD-IV/KCED-II/CPWD/2025-26,"RMO of E&M services in GPRA Complex at Singhee Park, Kolkata.Subwork/Packages:Replacement of old conventional Fire Alarm system with new automatic addressable Fire Alarm System in A1 & A2 Block at Singhee Park.","₹5,49,479",05/06/2025 15:00,"₹10,990",05/06/2025 15:30
01/SE&PD/DPC-II/CPWD/2025-26,Construction of boundary wall in the premises of old 464 nos. staff quarters and demolition work at ESIC Hospital Basaidarapur New Delhi. (Second Call)Subwork/Packages:Construction of boundary wall in the premises of old 464 nos. staff quarters and demolition work at ESIC Hospital Basaidarapur New Delhi,"₹6,44,62,284",12/06/2025 15:00,"₹12,89,246",12/06/2025 15:30
36/AE(E)-4/DED-102/2025-26/DELHI,"MOEI and Fans at HM/DHM, Ex. PM, former President of India Various Bungalow under SD-4/DED-102, New Dehi. (Sub Head: Providing and fixing Simian arrowhead devices at various panel, electrical poles and fittings).","₹4,56,400",05/06/2025 15:00,"₹9,128",05/06/2025 15:30
65/AE(E)-M/MESD/2025-26,"Chargeable to contingencies of Replacement of ordinary bulbs/CFL fittings by LED lights of all NSG Hubs and units at NSG Manesar, Gurgaon. (SH: Providing the services of Office Attendant in the office of Assistant Engineer (E), CPWD, NSG Camp, Manesar, Gurgaon.)Subwork/Packages:SH: Providing the services of Office Attendant in the office of Assistant Engineer (E), CPWD, NSG Camp, Manesar, Gurgaon.","₹5,68,040",06/06/2025 15:00,"₹11,361",06/06/2025 15:30
33/EE/KCD-IV/CPWD/2025-26,"Repairing the existing Fire Mock up facility at Indian Maritime University, Kolkata campus, Taratala. SH:- Providing and Laying 62 mm thick hardener flooring over existing damage flooring at Fire Mock.","₹4,45,184",05/06/2025 16:00,"₹8,904",05/06/2025 16:30
32/AE(E)/KCESD-IV/KCED-II/CPWD/2025-26,"RMO of E&M services for Income Tax Office, Kasba, 110, Shantipally, E.M.Bypass, Kolkata-700107.Subwork/Packages:Repair of Wet Riser System.","₹5,85,014",05/06/2025 15:00,"₹11,700",05/06/2025 15:30
12/EE/PHCWD/CPWD/2025-26,"A/R & M/O PDG, CISF Camp R.K. Puram, Sec-12, New Delhi. (for 12 months)","₹21,47,424",05/06/2025 15:00,"₹42,948",05/06/2025 15:30
22/NIT/EE(E)-Agra/AE(E)-Bareilly/2025-26,"Renovation of Room No.: 36, 37 & 39 at LPT Division, IVRI, Izzatnagar, Bareilly (SH:- Electrical Work)Subwork/Packages:Electrical Work","₹3,84,238",05/06/2025 15:15,"₹7,685",05/06/2025 15:30
34/EE/KCD-IV/CPWD/2025-26,"Hiring Inspection Vehicle with Good serving condition including providing Driver excluding fuel for official work for O/o CE (W & TLQA), O/o SDG, Kolkata. During 2025-2026 from contingency of ongoing works under KCD-IV, CPWD, Kolkata.","₹5,29,122",05/06/2025 16:00,"₹10,582",05/06/2025 16:30
24/EE(E)/Dehradun/2025-26,Maintenance/Repair of the newly opened subzone office of CDSCO at GBO Campus at SOI Dehradun (SH Balance Electrical works)Subwork/Packages:Balance Electrical works,"₹75,060",06/06/2025 15:00,"₹1,501",06/06/2025 15:30
05/DD(H)/CHD/CHENNAI/e-tender/2025-26,"Re-grassing and plantation of shrubs and bed plants in the vacant garden strips including regular maintenance at Rajaji Bhawan, Besant Nagar, Chennai","₹23,31,006",05/06/2025 15:30,"₹46,620",05/06/2025 16:00
19/2025-26/DED-71/3  Recall,"ARMO of EI and Fans, Pump, Sub-Station, DG Sets, UPS System, fire Fighting, Fire Alarm, ETAC and WTAC system at GOI Press, Ring road, Mayapuri, New Delhi. (SH: Misc. Electrical Works)","₹16,13,103",05/06/2025 15:30,"₹32,262",05/06/2025 15:40
15/Hubli/EE/e-Tender/2025-26,"Reconstruction of the Damaged Compound Wall for Kendriya Vidyalaya Dharwad, Karnataka.","₹13,13,134",05/06/2025 16:00,"₹26,263",05/06/2025 16:30
30/EE & SM (E)/SCPED-II/2025-26,MO E&M services at Supreme Court of India New DelhiSubwork/Packages:Replacement of old / unserviceable/worn out ACs accessories and Misc AC work,"₹30,08,385",05/06/2025 16:00,"₹60,168",05/06/2025 16:30
16/EE(E)/DED-302/2025-26/DELHI,ARMO of Various E&M services in the O/o FRRO IB East Block VIII R K Puaram New Delhi during 2025-26Subwork/Packages:Annual servicing Overhauling and Comprehensive Maintenance of AC Units at East Block 8 IB & FRRO R K Puram New Delhi,"₹4,85,072",05/06/2025 16:30,"₹9,701",07/06/2025 15:30
47/EEE/DED-203/2024-25 (2nd Recall),"MOEI and Fans including Security lights at Vidyut Bhawan, New Delhi. (SH: Providing and replacement of existing CISCO make Core Networking Switch)Subwork/Packages:MOEI and Fans including Security lights at Vidyut Bhawan, New Delhi. (SH: Providing and replacement of existing CISCO make Core Networking Switch)","₹27,88,603",06/06/2025 15:00,"₹55,772",06/06/2025 15:30
13/EEE/Gwalior/2025-26,"Construction of centre of disability sports at Gwalior ( SH- C/o indoor sports complex , Hostel building , outdoor sports , aqautic centre and site developement including all services and developement works. SH- providing and fixing GSS and GI profile sheets to cover the open AHU ductsSubwork/Packages:Construction of Centre for disabilioty sports at  gwalior ( SH-  C/o indoor sports complex, Hostel building , outdoor sports , Aquatic centre and site developement including all services and developemnet work SH- Providing and fixing GSS sheet and GI profile sheets to cover the open AHU duct","₹3,71,213",05/06/2025 15:00,"₹7,424",05/06/2025 15:30
05/2025-26/EE/Kol-I/Kolkata,"Annual Maintenance of Civil works of the main museum building of Indian Museum, Kolkata.","₹66,06,062",05/06/2025 16:00,"₹1,32,121",05/06/2025 16:30
12/EEE/Gwalior/2025-26,"Contingencies of different work under CPWD Gwalior. SH- Providing services of Hired vehicle for AE(E), CPWD, GwaliorSubwork/Packages:Contingencies of Different work under CPWD GwaliorSH- Providing services of Hired vehicle for AE9E), CPWd Gwalior","₹4,40,734",05/06/2025 15:00,"₹8,815",05/06/2025 15:30
06/2025-26/EE/Kol-I/Kolkata,"A/R & M/O non-residential building at 3, Church Lane, Kolkata during 2025-26. SH: Day to day civil maintenance at Stationary office. (Main Building, Middle Building, Stamp Building & NSSO Building ).","₹13,44,050",05/06/2025 16:00,"₹26,881",05/06/2025 16:30
54(Const.)/BAREILLY/2025-26/998,"Construction of the building for advance research project on canine at IVRI, Izatnagar, Bareilly. (SH: Soil investigation of site).Subwork/Packages:Soil investigation of site","₹1,12,500",06/06/2025 11:00,₹0,06/06/2025 11:30
12/EE/Q-Divn/2025-26,Strengthening and retrofitting of overhead water tank and store room area of pump house and various misc. civil work in Nivedita Kunaj Sector 10 R K Puram New Delhi-2025-26,"₹26,97,262",20/06/2025 15:00,"₹53,945",20/06/2025 15:30
01/EE/CCED/2025-26/RECALL-03,Construction of 15KL under ground diesel storage tank with pumping facilities for the existing backup power supply of CSIR-CECRI Karaikudi.,"₹52,59,773",07/06/2025 15:00,"₹1,05,195",07/06/2025 15:30
56/EE/Mumbai-IV/2025-26,"Premonsoon work including arresting leakage / dampness through terrace and external walls of Non GPRA building to CGH at S.M.Plot, Phase-II, Sector-VII, Antop Hill, Mumbai-37 during 2025-26Subwork/Packages:Premonsoon work including arresting leakage/dampness through terrace and external walls of Non GPRA building to CGH at S.M.Plot, Phase-III, Sector-VII, Antop Hill, Mumbai-37 during 2025-26.","₹15,02,456",05/06/2025 16:00,"₹30,049",05/06/2025 16:30
44/2025-26/DED-102/Delhi/2,MOEI and fans at SC/DHC Judges Bungalows under SD-II/DED-102 New Delhi. (SH:- Miscellaneous Outdoor Electrical LED fitting works at 10 Krishna Menon Marg,"₹1,79,331",05/06/2025 17:00,"₹3,587",05/06/2025 17:30
01/AE(E)-I/DED-202/2025-26 - Recall 2,Maintenance of various E&M services at MDC National Stadium New Delhi during 2025-26 (SH:- AMC of VRV/VRF system in squash court building at MDC National Stadium New Delhi) (Cancelled Tender ID 108792) (Cancelled Tender ID: 113182)Subwork/Packages:AMC of VRV/VRF system in squash court building at MDC National Stadium New Delhi. (Cancelled Tender ID 108792) (Cancelled Tender ID: 113182),"₹4,15,311",06/06/2025 11:00,"₹8,306",06/06/2025 11:30
47/EE/Mumbai-IV/2025-26Recall,"A/R & M/O CGH at SPL, Kane Nagar, Sector-I to IV, Antop Hill, Mumbai-37 during 2024-25 & 2025-26 (Two years). SH: Day to day maintenance works in GPRA quarters at Sector-I to IV. SH:Providing services of Computer operator of required skill staff in the division office of the EE(Mumbai)-IV, CPWD, Mumbai-400037.Subwork/Packages:Providing services of Computer Operator of required skill staff in the division office of the EE(Mumbai)-IV, CPWD, Mumbai-400037.","₹12,08,710",05/06/2025 16:05,"₹24,174",05/06/2025 16:35
70/2025-26/DED-201/3,"RMO Electromechanical services at the residence of Honble MPs Lok Sabha and Rajya Sabha at BKS Marg, Dr. B.D. Marg and DDU Marg, New Delhi. (SH-Replacement of defective/unserviceable ceiling fans, exhaust fans, Downlights in Sindhu, Gomti, Narmada, Kaveri & Brahmaputra Block)Subwork/Packages:Replacement of defective/unserviceable ceiling fans, exhaust fans, downlights in Sindhu, Gomti, Narmada, Kaveri & Brahmaputra Block.","₹5,38,392",05/06/2025 16:10,"₹10,768",05/06/2025 16:30
54(Const.)/Bareilly/2025-26/999,"Construction of teaching complex including class room and examination halls, UG laboratories for proposed UG programme college as per the requirement of NEP 2020 at IVRI, Izatnagar, Bareilly. (SH: Soil investigation of site).Subwork/Packages:Soil investigation of site","₹1,29,000",06/06/2025 11:00,₹0,06/06/2025 11:30
33/AE(E)/KCESD-IV/KCED-II/CPWD/2025-26,"MOEI & Fans i/c RMO motor pump set i/c DG Set and R.M.O. 4 Nos. passenger lift of 60 Nos. Type-IV Residential Complex (G-10) storied Bldg. in two blocks, Type-III, II & I qtr. for Income Tax Deptt., E.M.Bypass, Kasba, Kolkata.Subwork/Packages:Providing and fixing of portable CO2 & ABC Type fire extinguishers at T-IV, III, II & I Qtr.","₹2,96,456",05/06/2025 17:00,"₹5,929",05/06/2025 17:30
31/CESD II/I/CED-1/2025-2026/CPWD/CHENNAI-34/AE (E ),"MOEI and Fans i/c water supply pumpsets, Lifts, DG sets, Split type A/C units at GST, Audit-I Commissionerate Anna Nagar Chennai.Subwork/Packages:Annual Comprehensive Day to day Maintenance of IEI and Fans i/c Preventive Maintenance for the year 2025-26. SH: Annual Comprehensive Maintenance of lifts.","₹1,61,936",06/06/2025 11:00,"₹3,239",06/06/2025 11:30
03/DOH/PRND/2025-26 - Recall 1,"Construction of Executive Enclave at plot no. 36 and 38, New Delhi (SH:- Compensatory Plantation in lieu of transplantation of 487 nos. trees and maintenance for 3 Years at NTPC Badarpur, New Delhi).","₹3,36,64,476",12/06/2025 15:00,"₹6,73,290",12/06/2025 15:30
34/AE(E)/KCESD-IV/KCED-II/CPWD/2025-26,"RMO of E&M services in GPRA qtrs. at Richie Road, Dover Lane Extension and Singhee Park, Kolkata.Subwork/Packages:Providing and fixing of portable CO2 & ABC type Fire Extinguishers.","₹5,31,404",06/06/2025 15:00,"₹10,628",06/06/2025 15:30
19/EE(E)/DED-81/2025-26/AE(E )-III,"Construction of PM SHRI single lab of size 7 x 10.60 mtr at Kendriya Vidyalaya, Janakpuri, New Delhi(SH- EI and fan work)Subwork/Packages:EI and fan work","₹4,20,330",05/06/2025 17:00,"₹8,407",05/06/2025 17:30
71/2025-26/DED-201/3,"RMO Electromechanical services at the residence of HMPs Lok Sabha and Rajya Sabha at BKS Marg, Dr. B.D. Marg and DDU Marg, New Delhi (SH- Providing manpower services)Subwork/Packages:Providing manpower services.","₹5,67,126",05/06/2025 16:35,"₹11,343",05/06/2025 17:00
40/2025-26/DED-102/DELHI/3,"MOEI & fans at Hon ble Ex. PM bungalows under SD-III/DED-102, New Delhi(SH- Provding and installation of UPS at Bungalow No. 5 Sunheri Bagh, New Delhi).","₹1,00,248",06/06/2025 15:00,"₹2,005",06/06/2025 15:30
45/EE/E/PEED/2025-2026,MOEI and Fans stage light PA system at RBCC Rashtrapati Bhavan New DelhiSubwork/Packages:Providing of LED video wall on hiring basis as and when required,"₹93,37,500",06/06/2025 15:00,"₹1,86,750",06/06/2025 15:30
40/25-26/EE(Kol)-II/Kolkata,"Annual repair and maintenance of Research Park, Rajarhat at IIT Kharagpur during 2024-25. SH: Annual cleaning of sewer lines at Research Park, Rajarhat at IIT Kharagpur Kolkata.Subwork/Packages:Annual cleaning of sewer lines at Research Park, Rajarhat at IIT Kharagpur Kolkata.","₹2,49,600",05/06/2025 17:00,"₹4,992",05/06/2025 17:30
07/2025-26/EE/Kol-I/Kolkata,"A/R & M/O Non-Residential Building at 2 No. Govt place, Kolkata during 2025-26.SH: Periodical disposal of garbage, building rubbish & day to day maintenance of building and other miscellaneous works.","₹13,75,548",05/06/2025 17:00,"₹27,511",05/06/2025 17:30
09/SE/DC-8/DED-81/2025-2026,"SITC of VRV ACs System, UPS System and Professional Digital A/V, conferencing system with LED Display along with Wireless Presentation device for Auditorium at NIPFP, New Delhi.","₹1,18,25,035",05/06/2025 17:00,"₹2,36,501",05/06/2025 17:30
59/AE(E)/Ranchi-I/2025/99,Maintenance of electrical and mechanical installation in residential and non residential building of New AG Colony at Doranda Ranchi during 2025 26. SH Rectification of compound light at New AG colony Doranda Ranchi.Subwork/Packages:Rectification of compound light at new AG colony Doranda Ranchi.,"₹72,934",05/06/2025 17:00,₹0,05/06/2025 17:30
62/2025-26/BD/2,Upgradation of Honorable Ministers and MoS Bungalows under 2/B Sub-Division of B-Division during 2025-26. (SH: Upgradation work in Bungalow No. 17 Akbar Road & other various bungalows under Section-II),"₹53,77,578",05/06/2025 17:00,"₹1,07,552",05/06/2025 17:30
04/AE-I/EE-II/TRICHY/CPWD/2025-26,"Construction of G plus 10 floors hostel at IIM Trichy  (SH: Providing services of Architectural draughtsman for the office of Chief Architect, Chennai 1 No. of Computer operator cum Typist at office of AE s CPWD IIM Trichy for a period of 9 months).","₹5,61,825",10/06/2025 15:00,"₹11,236",10/06/2025 15:30
04/EE&SM (C)/IITKPD-I/2025-26,"Construction of (G plus 8) storied building for two nos Girls hostel double occupancy (Block-3 , 4) and three nos boys hostel (Block-3 , 4 double occupancy and block 2 single occupancy), dining and kitchen (G plus 2 /3), Substation building (G) (Phase -II at IIT Kharagpur, West Bengal. SH : Providing the services of computer operators (1 No), Chowkidar / Watchman (2 Nos.), Driver (1 No.) and sweeper (1 No) on purely temporary basis at CPWD office at IIT Kharagpur for a period of 6 (Six) months.","₹7,29,996",05/06/2025 15:00,"₹14,600",05/06/2025 15:30
04/EE&SM(C)-2/DPC-II/205-26,"Operations and maintenance of various civil work at Directorate of Revenue Intelligence Headquarter, Building at Vasant Kunj, New DelhiSubwork/Packages:(SH: Operations and maintenance of various civil work","₹16,56,972",05/06/2025 17:00,"₹33,139",05/06/2025 17:30
02/EE&SM/SCPD-I/2025-26,"Expansion of Supreme Court Building for creating Additional Court Rooms including Constitutional Court, Chambers for the judges and facilities for Lawyers & LitigantsSubwork/Packages:Providing services of Steno-cum-Computer Operator in the O/o Chief Architect (Delhi) and MTS/ office attendant in Sub Division office of SCPD-I","₹8,59,872",05/06/2025 17:00,"₹17,197",05/06/2025 17:30
11/2025-26/C-Div/Delhi/4C,"A/R & M/O various building under Sub Division 4C during 2025-26 (Repair/Renovation of Deputy Directors Rubber Board attach toilet and Ladies and Gents General Toilet at 13 2 Jam Nagar House, New DelhiSubwork/Packages:Repair/Renovation","₹15,00,672",06/06/2025 15:00,"₹30,013",06/06/2025 15:30
09/2025-26/CHCD/COCHIN/I,"Construction of additional infrastructure of Vocational Lab to existing PM SHRI Kendriya Vidyalaya, Kavaratti Island, Lakshadweep(UT). SH -  C/o Vocational Lab by vertical extension of portion of school building.","₹81,49,442",09/06/2025 15:00,"₹1,62,989",09/06/2025 15:30
71/EE(E)/DED-101/2025-26,"MOEI and Fans in Central Sectt. Building at South Block, New Delhi. (SH: Miscellaneous Electrical works at MOD South Block, New Delhi.)","₹96,97,690",05/06/2025 17:10,"₹1,93,954",05/06/2025 17:20
12/2025-26/C-Div/Delhi/4C,"Repair/Renovation of A.D Horticulture office and adjacent rooms at Horticulture office cum Nursery, UPSC Lane, New Delhi during 2025-26Subwork/Packages:Repair/Renovation of AD Horticulture Office","₹25,63,947",06/06/2025 15:00,"₹51,279",06/06/2025 15:30
08/NIT/2025-26/HYD.I/Hyderabad/3 (Recall),"Horizontal expansion of SIC Building for C-MET at Cherlapally SH: Providing Services of Inspection Vehicle and LMV driver for the office of AE, HCSD.I/3, Survey of India, Uppal, Hyderabad","₹5,67,218",05/06/2025 17:20,"₹11,344",05/06/2025 17:25
42/EE(E)/LKO/2025-26,Operation and comprehensive maintenance of E and M services in the CBI Office building at Nawal Kishore Road Hazratganj Lucknow (SH:- Provision of Electro-Mechanical Boom barrier),"₹5,95,452",11/06/2025 15:00,"₹11,909",11/06/2025 15:30
30/EE(E)-CHENNAI-I/2025-26/CPWD/CHN,"CONSTRUCTION OF BROOD STOCK DOMESTICATION CENTRE FACILITIES AT KES CIBA AND LAYING OF HDPE PIPE LINE FOR SUPPLY OF SEA WATER FROM SEA SHORE OF CIBA AT MUTTUKADU TO KES CIBA KOVALAM INCLUDING ELECTRICAL WORK, KOVALAM CHENNAI SH PROVIDING OFFICE SERVICES SKILLED & UNSKILLED PERSONNELS TO OFFICE OF CED-I DIVISION OFFICE, CHENNAI FOR THE YEAR 2025-26","₹7,63,728",09/06/2025 10:30,"₹15,275",09/06/2025 11:00
05/EE(E)/AE(E)-I/CPWD/MUZ/2025-26(Recall),"C/o Homi Bhabha Cancer Hospital & Research Centre (HBCH&RC) i/c Civil & Electrical services in Shri Krishna Medical College & Hospital Campus in Muzaffarpur (Bihar). SH: Providing Inspection Vehicle for the O/o Assistant Engineer(E)-I, MCESD, CPWD, Muzaffarpur during the year 2025-26Subwork/Packages:Providing Inspection Vehicle for the O/o Assistant Engineer(E)-I, MCESD, CPWD, Muzaffarpur during the year 2025-26","₹5,96,535",05/06/2025 15:00,"₹11,931",06/06/2025 15:30
21/2025-26/DED-71/1,"Repair and Renovation of Packaging and Food engineering lab at Agriculture Engineering Lab at Agriculture Engineering, IARI Pusa, New Delhi. (SH: Electrical Work )","₹16,08,552",05/06/2025 17:30,"₹32,171",05/06/2025 17:35
